cEXT,cNEU,cAGR,cCON,cOPN,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They
y,y,y,n,y,37,1,92,12,40,1,5,87,0,32,19,158,46,1,3,75,83,31,26,4,11,48,470,9,27,10,5,20,2,9,11,2,56,6,2,143,6,95,23,3,4,3,8,13,17,49,21,1,1,23,2,23,119,12,139,1,11,4,4,4,1,4,1,1
y,n,y,n,n,12,0,58,6,25,0,4,42,8,32,23,99,39,6,3,35,68,24,14,10,10,22,317,6,48,16,10,8,2,12,3,3,33,1,1,75,0,60,44,2,3,5,18,27,4,29,9,0,0,21,0,15,66,14,103,0,12,0,4,2,2,3,0,5
y,y,y,n,y,28,0,87,17,43,2,4,126,0,47,55,148,51,4,7,104,98,32,22,11,4,55,519,5,67,10,4,9,5,11,3,5,48,8,4,174,11,73,48,1,8,6,20,37,7,49,18,1,3,23,3,16,111,15,163,9,26,0,2,5,3,14,0,2
y,y,y,n,y,13,1,93,18,57,8,9,86,1,46,38,135,46,6,12,68,115,25,12,7,7,49,472,4,49,17,16,11,3,11,4,6,58,9,2,144,3,83,51,6,10,3,14,34,2,43,17,2,0,31,4,14,83,21,133,4,42,4,4,6,0,8,0,0
n,n,y,y,n,20,0,85,6,35,2,4,128,0,56,44,156,69,3,19,97,97,25,21,11,8,68,516,1,58,9,7,7,7,13,4,4,47,14,2,175,8,81,39,3,14,11,28,30,3,34,28,0,3,34,2,29,104,19,163,3,36,3,1,2,0,12,1,3
y,y,y,y,y,9,0,46,28,31,1,1,88,1,19,24,116,31,0,17,75,61,16,12,7,14,28,335,1,50,8,5,5,3,7,16,1,30,4,4,118,1,70,26,2,3,2,14,18,3,13,26,2,1,17,0,17,88,14,87,24,6,1,1,5,1,3,0,1
y,n,n,n,y,18,0,95,9,43,0,0,71,1,37,23,100,47,6,4,53,82,20,30,11,4,36,409,1,39,1,17,21,1,10,6,3,49,3,1,120,2,58,7,1,2,7,4,6,0,35,16,0,0,34,2,11,60,2,131,8,29,7,0,9,0,3,0,0
n,n,n,n,y,25,0,86,8,39,2,0,93,0,44,16,131,26,1,5,83,87,20,15,2,9,29,389,3,33,2,6,11,2,17,10,0,36,1,2,129,8,82,34,3,10,2,15,33,4,25,13,0,0,17,3,10,98,12,92,3,12,1,0,2,0,9,0,2
y,y,n,n,y,14,0,113,12,44,8,5,132,1,67,65,198,90,1,41,104,123,49,17,11,18,102,637,0,66,20,3,26,3,17,7,8,47,4,4,179,7,129,43,2,4,4,32,23,8,41,15,1,4,44,0,26,114,15,217,3,52,2,0,13,3,1,0,2
n,y,n,n,y,43,0,72,16,27,0,6,77,1,29,31,144,46,0,0,63,54,31,18,7,12,40,393,6,45,7,8,15,1,8,9,1,46,7,2,123,9,77,36,3,6,2,18,31,14,22,19,6,0,18,0,29,103,4,149,5,18,5,3,9,0,2,0,1
y,n,n,n,y,25,0,88,14,43,4,9,79,2,47,19,148,33,2,2,71,108,35,21,9,11,26,417,7,50,16,10,11,2,15,5,9,59,6,5,138,2,79,39,3,3,8,14,23,4,26,20,0,1,14,0,18,109,20,118,3,16,3,3,5,0,4,0,1
n,y,y,y,y,10,0,75,13,36,4,3,94,2,24,28,131,28,2,9,76,71,19,21,11,9,46,397,1,47,6,14,5,1,8,3,0,39,8,3,133,6,74,31,2,3,3,11,26,2,27,14,1,1,14,6,19,88,13,101,7,25,1,2,5,0,14,0,0
y,n,n,n,y,34,0,109,21,50,1,15,122,3,71,82,200,116,11,16,78,127,44,31,14,16,96,749,2,107,23,3,26,19,23,3,6,101,12,7,223,8,117,75,0,12,4,43,52,3,52,19,7,2,52,2,23,123,15,267,14,40,14,9,17,1,4,0,3
y,n,n,n,y,9,3,111,42,56,15,9,101,1,37,25,135,68,5,14,57,98,6,15,21,18,94,572,3,18,13,4,11,2,11,10,2,71,15,2,172,14,85,35,4,7,3,13,23,12,95,28,5,3,53,2,13,79,12,140,20,31,16,4,6,2,4,1,0
n,n,y,y,y,64,8,165,15,57,3,0,184,4,88,78,248,120,6,0,147,141,65,46,23,20,87,889,4,89,20,11,29,10,10,10,7,103,5,6,287,21,138,80,5,21,8,48,60,13,60,24,3,1,41,1,46,189,17,304,6,18,10,1,8,5,0,2,4
n,y,y,n,y,59,0,76,14,31,8,2,91,15,46,36,158,37,0,9,78,69,52,35,11,21,53,450,3,52,8,8,16,12,10,8,2,50,4,0,141,4,94,53,1,15,2,35,44,10,23,15,0,2,15,4,31,108,5,186,3,16,1,0,8,0,4,0,3
n,y,y,n,n,43,0,130,20,60,3,3,163,5,95,59,255,80,0,21,127,170,48,31,16,16,97,822,7,90,17,3,21,5,26,13,7,127,2,4,290,12,152,60,15,16,5,42,43,13,52,20,0,1,43,0,32,172,28,246,10,54,15,3,11,3,6,0,4
n,y,n,y,y,12,0,175,40,84,6,0,115,1,79,46,181,98,7,2,99,206,49,54,19,15,49,787,16,83,8,28,18,0,21,14,19,54,1,4,169,8,116,33,4,4,3,36,25,3,91,18,0,2,62,1,25,69,45,213,18,80,0,0,25,3,2,0,1
y,y,n,n,n,9,1,50,7,22,0,4,42,0,33,16,68,31,3,4,32,62,12,12,10,5,30,259,3,37,12,3,5,1,4,4,4,36,2,1,78,1,45,25,3,2,0,6,13,3,14,6,3,5,20,0,11,47,9,78,1,11,4,1,4,2,5,0,4
y,n,y,y,n,20,1,84,6,33,2,0,72,0,39,12,118,37,0,3,68,88,20,13,12,6,22,365,2,35,1,12,14,1,18,8,1,41,4,0,113,2,70,20,1,5,0,14,19,6,29,12,0,1,29,1,14,86,19,110,2,17,1,0,5,0,2,0,0
y,y,y,y,y,17,0,76,15,34,5,5,114,1,54,11,134,28,4,15,96,105,14,11,3,14,43,372,3,28,10,13,7,1,11,0,5,35,4,1,149,0,64,28,10,3,0,5,18,2,25,6,1,3,16,0,42,103,18,96,6,10,1,2,2,1,9,0,2
n,y,n,n,y,5,1,47,2,24,0,3,29,2,15,24,60,39,1,2,25,45,17,15,3,8,13,249,0,39,12,4,7,0,4,1,1,32,0,2,61,0,43,20,0,1,2,14,8,3,11,3,0,0,13,0,10,46,7,69,2,1,1,2,1,0,1,0,0
y,n,y,n,n,28,2,93,18,34,10,0,91,2,56,48,137,56,5,2,83,107,34,21,15,11,20,454,1,60,6,3,11,0,12,5,2,39,2,1,130,1,84,31,2,5,2,21,25,0,19,9,1,1,21,3,17,100,21,155,6,14,0,0,4,1,4,0,1
n,y,y,n,n,12,0,95,8,52,1,2,77,1,68,23,102,65,1,0,72,134,23,20,21,3,18,447,4,62,6,6,11,0,20,11,7,47,3,2,124,1,62,26,1,5,0,12,20,5,33,14,0,0,34,0,9,62,17,127,3,30,3,0,6,1,21,0,3
n,y,n,n,y,50,3,152,16,49,2,12,162,1,82,60,216,103,6,17,124,143,63,25,23,8,97,763,4,104,27,5,31,6,12,21,1,101,4,4,263,12,117,61,1,11,12,32,34,10,42,39,4,0,54,4,27,140,18,281,6,51,4,7,7,2,2,0,4
y,y,y,y,n,15,0,81,7,30,0,0,64,0,32,16,97,40,1,0,57,74,18,21,14,11,23,380,3,45,4,3,12,0,31,3,6,32,0,2,96,1,64,17,4,3,2,8,12,2,40,5,1,2,19,1,17,64,12,104,4,13,5,1,5,1,2,0,1
y,n,n,n,y,16,0,38,2,16,0,7,57,3,20,14,101,27,0,6,40,35,20,7,5,6,35,235,0,22,9,4,3,0,11,5,2,32,4,0,89,10,51,29,2,4,2,14,20,11,7,11,1,1,7,0,17,67,3,69,1,19,2,5,2,0,0,1,2
y,n,n,n,n,21,0,108,21,60,0,1,115,1,33,21,135,62,4,8,86,109,19,25,16,17,59,548,13,57,6,7,13,1,7,10,6,60,12,5,175,15,86,22,0,5,2,24,16,6,46,24,1,1,37,3,21,96,14,147,7,9,3,0,4,1,17,0,2
y,n,y,y,n,32,0,88,8,33,0,1,132,5,44,39,182,47,10,18,94,79,32,20,11,9,93,565,4,75,11,6,21,3,16,2,2,97,4,1,229,3,94,66,4,12,5,21,53,9,33,14,2,0,29,9,17,123,13,171,2,42,10,1,2,2,6,0,2
y,n,y,n,y,35,0,111,11,66,0,1,125,1,45,30,181,70,0,2,105,118,23,28,15,18,65,616,7,54,17,1,18,1,7,9,9,66,2,4,191,18,113,57,2,12,2,27,40,21,40,13,1,1,53,3,14,108,16,184,3,33,0,0,5,3,4,0,8
y,n,y,y,y,18,3,80,17,41,2,3,113,1,27,41,115,64,2,7,101,72,21,20,19,8,34,446,8,53,14,11,16,4,6,14,0,40,3,3,153,4,68,39,4,5,4,12,25,5,27,21,4,3,35,1,17,95,7,146,3,7,0,3,10,2,9,0,7
n,y,n,n,n,42,2,134,27,59,7,12,197,2,54,51,245,111,6,35,142,126,50,33,24,15,136,809,2,92,26,9,23,3,12,18,6,77,3,4,274,15,134,78,2,12,4,50,52,24,54,26,1,7,75,0,40,186,21,271,17,36,13,6,7,4,6,0,5
n,y,y,n,n,26,0,144,10,58,3,0,148,0,73,28,175,57,5,36,102,144,31,35,20,8,120,685,5,77,19,13,21,1,5,5,6,73,9,1,221,6,115,52,1,5,11,24,33,12,55,25,0,14,45,6,10,95,18,186,2,61,8,0,9,4,10,1,5
n,n,n,n,n,38,0,129,6,34,0,1,99,3,47,48,165,68,2,7,84,95,32,31,20,14,53,613,4,95,8,6,10,9,15,1,3,70,1,8,169,2,107,40,2,3,9,22,31,12,41,12,1,2,44,1,20,119,14,214,1,17,4,0,9,0,9,0,5
y,y,n,n,n,22,0,98,16,39,0,0,125,3,74,48,148,82,7,9,104,134,26,23,23,15,52,563,3,56,15,7,19,2,18,12,6,62,4,7,187,5,83,45,12,5,5,24,30,3,32,21,2,6,45,5,18,105,26,185,11,21,0,0,10,4,13,0,3
n,n,n,n,n,31,5,109,18,34,11,3,109,3,78,28,188,77,10,6,82,122,33,27,9,15,68,628,3,98,11,14,20,0,17,5,8,58,7,5,167,15,118,42,2,5,1,24,32,14,45,15,3,0,45,3,13,135,10,175,1,23,1,1,8,1,4,6,1
n,n,y,n,y,22,0,81,36,48,21,2,94,3,32,38,135,49,3,11,71,86,28,15,6,11,41,446,14,39,7,6,7,5,10,7,5,56,2,0,150,4,86,40,9,4,0,21,38,6,21,9,5,1,29,2,14,102,9,125,10,10,5,2,12,1,6,0,2
y,n,n,y,y,3,0,42,11,21,0,6,48,1,24,14,50,21,0,4,42,52,7,12,8,0,14,195,5,16,13,3,6,0,7,4,5,18,2,1,66,2,23,23,1,3,1,14,10,1,11,7,2,0,18,1,6,37,8,62,4,10,0,3,3,2,4,0,3
n,n,n,n,y,20,0,118,5,44,1,0,60,1,33,35,92,54,1,2,43,82,29,25,12,5,62,488,1,44,7,8,12,1,14,6,2,58,3,2,118,12,61,37,2,6,2,14,28,17,76,11,1,0,33,0,12,69,12,155,2,6,2,0,8,0,0,0,4
y,n,n,y,n,16,1,106,11,34,4,0,73,3,41,39,108,51,1,0,58,86,16,21,20,5,40,469,2,67,10,5,9,2,13,6,8,73,3,8,146,1,61,49,2,7,1,16,38,4,24,10,3,3,37,0,12,89,19,145,2,11,13,1,9,2,4,0,3
n,y,n,n,y,2,0,44,3,18,0,0,16,0,27,5,28,17,1,0,13,51,5,6,2,2,10,161,0,14,2,5,1,0,0,1,3,17,5,1,33,1,17,7,0,3,3,0,5,0,34,10,0,0,8,1,2,19,8,23,3,7,1,0,1,0,2,0,0
n,n,y,n,y,17,0,77,14,34,8,5,66,1,46,26,108,36,3,9,58,88,25,21,15,8,43,396,2,54,14,10,6,3,9,6,6,45,1,1,111,1,71,31,1,3,1,16,17,1,36,10,0,1,20,6,8,71,13,118,4,20,0,0,6,2,10,1,3
n,y,y,n,y,24,0,91,11,37,3,0,70,1,48,19,100,42,0,3,67,95,28,18,3,6,11,362,2,30,2,5,9,0,21,6,1,36,3,0,106,0,49,10,0,5,0,6,8,0,40,9,1,0,23,1,10,52,15,104,6,37,1,1,3,0,11,0,1
y,n,y,y,y,28,1,91,4,32,0,4,103,2,37,43,122,67,2,29,65,68,32,17,5,7,66,468,2,32,10,7,14,4,18,6,4,66,2,0,169,1,68,44,9,19,1,18,34,9,26,9,0,0,39,2,13,86,13,159,2,15,7,2,4,0,0,0,0
y,y,n,n,y,18,0,73,10,28,2,0,77,1,25,16,90,45,0,0,59,62,23,23,11,8,33,343,2,31,5,11,10,0,13,4,3,28,2,2,105,11,49,22,2,0,1,14,18,2,27,11,0,2,21,1,14,54,7,102,6,21,7,0,10,0,4,0,2
y,y,y,y,n,22,0,118,28,43,16,5,145,3,88,64,206,114,12,7,121,137,30,38,28,11,50,717,3,103,18,12,26,8,12,12,6,78,11,9,223,5,99,80,7,15,6,32,62,4,42,32,5,3,56,1,33,151,20,251,10,29,1,3,3,4,5,0,0
n,y,n,n,y,22,0,102,13,46,0,0,98,1,56,26,136,56,0,7,89,105,22,27,14,15,28,514,10,71,10,3,22,0,22,2,4,59,5,2,157,3,78,32,1,5,2,14,22,0,41,9,1,2,35,1,19,83,8,150,2,25,2,0,10,2,4,0,5
n,n,n,n,n,21,0,37,12,10,5,0,56,7,27,33,93,17,2,8,45,47,13,12,3,11,32,266,1,44,4,5,6,4,5,6,1,26,4,1,82,2,48,26,0,4,0,10,22,7,21,11,3,1,13,2,19,71,13,100,3,7,2,0,3,0,6,0,1
y,n,y,y,y,23,1,94,23,44,3,8,47,0,33,27,86,31,2,0,23,87,11,10,10,17,52,374,13,11,12,12,7,0,9,12,4,50,3,1,97,14,57,27,3,1,4,20,16,2,62,20,2,2,16,0,12,35,10,99,5,20,8,3,4,1,6,2,1
y,n,y,n,y,21,1,49,8,24,3,5,68,0,18,15,87,20,4,7,53,47,19,10,4,6,40,293,1,33,8,1,5,8,5,5,1,44,5,2,112,2,48,36,1,6,7,7,28,3,27,18,0,2,11,3,6,63,9,74,4,12,5,5,2,0,2,1,0
n,n,y,n,n,18,0,51,6,25,0,7,39,0,15,22,81,25,0,0,33,52,24,13,4,10,23,265,3,25,10,5,9,1,7,1,2,41,0,2,80,5,49,20,4,2,1,12,8,7,24,2,1,0,12,0,14,56,13,96,2,11,1,5,2,0,0,1,1
y,y,y,n,n,16,1,84,5,35,0,8,73,5,50,10,109,32,5,19,58,93,13,19,12,9,43,375,1,61,11,10,9,5,14,5,3,41,2,6,114,1,64,39,1,3,1,15,28,5,27,9,1,0,26,1,15,73,10,103,3,22,0,4,2,0,6,0,3
y,n,n,y,n,19,5,107,15,39,4,0,103,2,44,22,161,51,9,0,79,99,31,32,6,20,46,539,6,42,6,9,10,2,21,4,4,48,5,2,151,12,115,36,2,2,8,12,30,6,50,17,0,0,41,1,10,103,17,136,5,24,3,0,11,1,2,0,2
y,y,y,y,n,14,0,74,6,37,4,1,56,2,38,13,96,31,2,4,51,77,23,18,3,7,25,327,2,39,4,20,15,1,11,5,0,34,6,1,90,2,58,20,2,2,6,13,16,7,27,17,0,0,21,0,4,61,4,85,0,17,0,1,3,1,3,0,1
n,n,y,n,y,13,2,71,18,35,0,10,93,2,32,21,125,38,2,11,80,68,18,17,8,17,44,403,2,35,23,2,13,2,2,12,0,40,5,3,133,3,80,55,0,10,7,16,32,6,30,24,3,3,35,2,17,82,10,125,14,14,2,7,6,5,4,0,2
y,n,n,y,y,29,2,212,29,96,1,6,141,0,72,51,211,93,60,1,19,187,40,44,25,20,167,924,20,88,19,1,24,0,11,2,12,125,7,13,266,57,140,42,7,2,2,38,23,30,90,12,2,0,93,0,41,138,13,290,7,33,4,3,13,1,0,2,7
y,y,y,n,n,4,0,79,13,38,4,0,67,0,40,9,83,35,7,17,44,91,9,15,4,7,51,310,6,25,1,12,9,0,17,0,4,25,4,4,92,2,55,14,1,1,4,6,13,3,27,10,2,9,27,3,7,39,14,72,1,31,1,0,5,0,3,0,0
y,n,y,y,y,43,0,115,1,61,0,2,102,2,25,47,169,83,35,1,41,94,32,29,28,22,97,673,1,56,12,1,26,2,5,6,8,113,5,3,215,23,116,42,0,1,3,20,30,12,59,14,0,0,55,0,34,112,8,230,0,15,2,2,15,2,1,0,1
y,y,y,n,n,16,0,131,12,44,11,2,115,5,56,43,189,79,0,1,105,116,35,41,7,19,27,604,0,73,7,6,6,2,38,10,4,43,3,2,158,4,118,37,1,7,1,16,30,4,30,14,0,1,46,1,33,139,22,175,1,12,5,0,4,1,7,0,3
y,n,n,y,y,8,2,38,6,14,1,7,51,3,30,23,70,21,2,7,42,49,12,15,6,9,24,246,1,46,9,8,5,1,9,2,2,19,3,3,70,0,43,27,1,2,6,9,18,3,18,13,1,1,17,2,13,45,7,82,4,9,0,7,2,0,2,0,1
y,n,y,y,n,34,1,107,12,43,2,2,129,2,59,45,154,83,10,11,88,97,34,32,16,5,76,575,6,65,10,9,9,4,14,11,6,57,7,0,186,14,85,65,0,20,3,26,55,8,37,25,1,6,52,3,22,117,15,194,3,22,6,0,5,3,9,1,2
y,y,y,y,y,20,0,57,16,15,3,4,67,4,31,28,115,34,2,1,57,49,20,13,9,10,35,375,6,39,15,2,8,14,7,6,7,57,3,4,124,4,76,52,3,3,2,23,36,7,22,14,1,0,18,0,15,87,6,113,6,11,3,1,3,4,0,1,2
n,n,y,n,n,26,0,134,7,69,0,2,78,2,51,33,115,79,12,4,42,140,24,26,9,5,77,556,1,55,9,8,14,1,18,10,6,64,2,2,142,14,79,32,8,6,2,18,25,17,57,14,1,0,54,1,12,72,19,171,6,21,6,5,9,0,3,0,2
y,n,y,y,n,17,0,106,7,36,3,2,129,2,61,26,146,44,10,31,84,116,15,25,9,6,82,529,1,43,16,2,11,0,19,6,9,63,2,3,192,4,80,40,1,6,3,19,23,10,30,11,2,2,32,6,15,89,24,124,1,45,1,0,2,3,11,0,3
n,y,y,n,y,26,0,75,6,29,0,3,84,3,67,41,145,61,2,3,68,94,25,24,20,6,42,473,3,47,8,1,5,1,15,2,6,64,5,5,148,0,87,38,0,7,3,36,30,6,40,10,0,1,20,3,13,113,5,144,3,13,11,1,6,0,3,0,1
n,n,y,n,y,14,0,68,8,20,3,5,57,2,33,25,91,49,1,0,54,57,26,13,8,6,15,334,3,39,9,4,13,4,15,3,1,45,4,1,102,1,50,35,0,4,1,20,26,1,18,10,0,1,27,0,15,70,8,112,2,12,1,2,2,0,2,0,0
y,y,n,n,n,11,0,147,8,69,2,0,115,2,57,41,165,86,5,23,92,141,30,22,14,12,71,622,1,66,4,13,18,1,14,0,10,74,5,6,189,5,92,48,7,10,3,21,44,6,43,8,3,0,64,5,27,95,21,196,3,42,1,1,12,1,11,0,1
n,y,n,y,y,17,4,103,9,43,1,4,82,1,44,13,77,55,0,2,74,96,13,29,24,4,33,421,5,30,12,10,9,0,5,3,1,45,7,1,127,7,44,33,0,1,0,14,21,5,37,10,2,1,39,1,16,44,14,129,1,24,0,1,7,5,3,0,2
y,n,n,y,y,31,2,120,7,39,2,6,125,1,54,54,160,89,2,10,91,113,26,35,10,16,77,652,3,100,22,3,14,5,11,2,9,62,4,1,187,20,94,74,4,10,1,23,52,10,43,7,0,1,55,2,20,103,28,200,2,22,7,5,8,2,2,0,5
n,n,y,y,y,15,1,70,4,34,1,3,100,1,39,43,121,64,3,38,59,79,15,25,13,6,63,432,0,58,10,5,10,2,20,2,6,46,0,0,146,6,67,33,3,2,2,22,23,4,26,5,2,1,34,1,20,72,6,145,2,33,1,2,15,1,6,0,3
n,y,y,n,n,11,0,70,1,33,0,5,73,2,34,22,95,30,1,13,59,78,15,13,4,9,49,334,0,37,7,10,9,4,14,3,5,26,0,1,99,0,62,35,5,1,2,16,28,4,26,7,0,2,23,8,14,57,12,99,1,20,3,0,7,0,6,0,0
n,n,n,n,y,12,1,50,1,8,0,0,29,3,17,15,57,24,0,1,28,25,19,11,5,6,9,210,1,27,3,2,7,1,9,0,1,18,2,0,47,0,35,17,2,2,0,10,14,1,22,2,0,0,8,0,9,35,2,68,0,8,1,0,3,1,0,0,0
y,y,n,y,y,13,2,67,18,42,0,13,72,0,52,16,101,27,3,3,55,99,15,7,3,4,42,318,4,35,20,3,9,3,5,7,5,40,6,8,112,5,54,49,3,13,1,10,29,5,27,16,4,0,20,0,9,71,15,88,10,16,9,11,3,0,2,1,3
n,y,n,y,y,20,0,70,11,23,1,0,76,0,33,32,128,54,4,7,62,73,23,25,17,5,34,451,8,47,2,1,8,0,5,2,1,70,2,0,146,4,82,19,2,0,1,20,17,1,31,6,2,2,25,0,13,88,16,132,1,26,0,1,5,1,6,0,1
n,y,n,n,n,18,2,66,4,30,0,3,94,9,54,23,127,48,0,12,79,91,14,17,10,3,46,407,1,52,7,14,7,2,10,2,1,44,4,6,138,3,72,37,3,8,7,12,31,5,35,13,1,5,20,1,11,93,11,107,2,25,3,1,5,0,7,0,2
y,y,y,n,n,16,0,60,4,34,0,3,79,1,35,30,108,26,1,11,66,76,16,9,7,10,39,340,3,41,8,9,8,0,13,2,4,34,5,1,113,1,64,30,2,4,4,16,22,5,25,12,0,4,17,3,20,78,11,107,1,16,2,0,5,0,4,2,5
n,n,n,n,n,21,4,86,8,36,1,4,58,1,29,28,121,47,0,4,43,74,27,18,7,7,44,404,3,32,9,6,12,3,17,3,7,54,3,0,112,9,75,30,3,3,6,13,21,11,34,12,0,1,25,1,16,76,12,117,4,23,4,2,9,0,4,2,2
n,n,y,y,y,32,2,121,11,51,0,1,153,2,56,40,174,79,12,42,92,114,40,22,17,8,85,622,1,78,6,4,17,0,4,8,1,67,26,1,220,4,93,34,1,4,3,20,28,2,38,38,2,2,57,0,10,106,11,201,8,46,3,0,5,2,5,1,1
y,n,y,y,n,6,0,37,1,18,0,0,25,0,13,10,42,20,0,0,25,35,12,9,3,4,8,177,0,18,1,6,8,1,4,3,3,23,1,0,48,0,35,6,0,0,3,5,5,0,12,7,0,1,7,0,2,30,5,47,1,3,0,0,1,1,1,0,0
y,n,y,y,y,15,0,102,9,44,0,1,121,3,55,35,162,70,8,39,78,120,30,27,14,8,89,570,2,69,13,12,7,1,5,6,9,62,9,7,183,3,88,38,3,6,9,20,25,6,47,24,3,4,54,1,21,88,25,169,4,55,0,1,7,6,9,1,3
n,y,n,n,n,29,1,96,19,31,5,7,120,2,49,31,168,69,2,13,103,86,25,16,10,10,50,526,4,55,12,7,11,4,16,8,7,70,12,5,190,4,85,47,4,9,2,15,35,5,28,22,4,2,37,2,21,137,15,155,6,10,2,3,8,0,7,0,4
n,y,y,y,n,12,0,49,11,29,0,0,46,1,23,3,59,24,12,7,30,65,6,13,6,2,26,214,9,11,0,0,1,0,12,0,2,24,4,0,70,1,29,10,0,0,0,0,10,0,23,4,1,0,27,1,4,43,11,54,1,13,2,0,7,0,9,1,0
n,y,n,n,n,18,0,87,6,36,1,3,124,1,42,38,148,82,7,31,86,96,21,15,4,8,81,490,3,63,13,10,20,3,11,1,8,37,2,2,161,6,73,31,2,4,2,16,18,0,30,5,2,7,55,1,25,99,24,167,0,27,2,1,4,1,10,0,8
n,y,n,n,y,21,0,104,6,47,2,2,107,0,36,27,168,43,1,23,84,100,16,14,6,7,47,515,1,51,13,8,16,1,9,5,8,51,3,2,158,1,112,24,8,0,1,11,11,2,40,9,1,8,29,0,12,100,17,119,2,46,0,0,5,2,11,0,2
n,n,y,y,y,26,1,86,15,39,0,2,115,1,48,44,149,72,9,36,72,89,23,27,15,6,93,509,7,68,17,3,13,2,6,9,6,52,4,2,167,9,82,53,0,6,1,19,36,8,26,15,6,4,41,1,16,108,8,167,2,26,8,1,11,2,4,1,8
n,n,n,y,n,21,1,64,5,27,3,2,68,1,35,23,111,57,2,9,55,63,21,14,6,4,37,371,0,42,8,10,3,0,7,1,8,32,6,1,100,4,71,29,0,6,9,15,21,8,32,16,0,0,37,0,14,57,5,115,2,41,4,0,1,0,2,1,0
y,n,y,y,n,18,0,79,5,31,1,1,64,3,42,19,100,35,0,0,57,83,16,14,8,9,20,324,1,33,2,0,9,2,14,2,3,30,5,5,94,5,56,15,5,4,1,12,13,3,18,8,0,0,26,0,15,58,12,106,3,24,2,0,7,0,0,0,1
y,y,n,n,y,12,0,76,11,47,5,1,94,3,28,10,138,34,3,15,65,94,23,14,6,9,48,397,5,38,7,7,8,2,6,5,8,36,6,6,130,9,70,31,5,3,1,24,25,9,33,12,1,0,23,1,12,85,20,97,2,35,2,0,7,0,14,2,2
n,y,n,n,y,20,2,92,29,37,6,14,129,11,51,35,169,63,1,12,107,90,36,28,12,8,48,551,5,47,22,5,14,5,14,9,8,57,2,0,186,9,109,64,3,17,3,28,42,10,27,15,6,5,33,2,19,117,21,147,13,34,5,10,6,0,3,0,3
n,y,n,n,y,39,3,137,14,65,0,1,130,3,53,34,183,60,8,40,85,125,38,21,11,8,116,632,8,74,9,4,19,13,7,21,13,79,9,6,209,8,103,44,1,4,10,23,34,17,46,40,1,1,49,4,19,75,10,204,5,92,3,0,7,2,7,2,4
y,n,y,y,n,12,0,89,14,38,6,13,93,0,43,31,130,57,3,26,61,91,16,30,14,15,72,440,3,54,21,11,14,8,19,10,3,24,2,3,117,7,80,58,0,3,5,27,37,12,24,17,2,1,31,2,19,74,13,138,3,32,1,6,7,1,2,0,2
y,n,y,y,y,20,1,35,12,17,4,5,69,2,34,18,100,27,1,10,56,65,33,13,2,7,50,292,1,41,10,8,7,3,6,4,3,33,2,0,102,5,66,27,2,1,3,5,17,11,14,10,1,3,13,5,13,67,12,85,6,18,0,4,6,0,4,0,0
n,n,n,y,n,9,0,96,33,36,7,25,85,1,52,26,173,75,2,5,78,100,24,18,6,18,24,507,2,33,30,17,11,1,12,7,4,52,2,2,137,1,105,60,4,3,1,21,31,5,40,12,6,1,45,0,35,121,13,138,20,20,1,27,12,0,6,1,2
n,y,n,n,y,17,5,77,30,25,5,6,106,5,43,24,158,51,4,8,90,76,28,19,12,12,47,468,9,48,21,16,13,4,6,5,7,55,6,1,161,4,86,74,2,9,6,17,52,6,42,18,13,0,27,4,31,108,15,145,5,25,0,5,14,0,1,0,8
n,y,y,y,n,12,0,78,5,36,1,4,81,1,44,24,119,55,5,18,57,94,19,24,6,7,46,399,1,28,8,13,8,2,14,6,11,29,3,0,110,3,74,35,1,6,0,21,27,8,27,9,2,0,35,4,12,71,19,105,1,31,1,2,9,1,1,0,2
y,n,y,y,y,12,0,55,4,18,2,0,57,1,28,14,80,41,4,20,36,55,12,10,8,0,59,274,0,29,1,14,11,1,9,1,1,28,4,2,85,6,41,13,1,0,1,10,13,6,23,6,2,9,28,3,1,51,10,88,0,24,0,0,1,0,8,2,0
y,y,n,n,y,12,0,58,5,32,1,1,60,1,30,6,80,27,1,8,46,63,12,11,4,4,30,270,0,38,3,3,9,2,5,4,1,32,8,3,92,2,39,27,3,5,5,11,24,6,18,17,3,0,23,2,13,57,6,75,1,14,5,1,1,0,9,1,1
y,y,y,y,n,17,1,85,4,35,0,0,93,0,53,18,109,41,2,6,84,99,17,20,8,5,22,401,1,38,3,8,13,0,25,8,7,39,1,0,132,2,62,23,9,6,1,7,20,1,25,10,3,2,23,1,14,66,12,103,0,27,0,0,14,0,6,0,1
n,n,n,y,n,29,0,128,21,40,5,1,128,3,84,45,199,86,4,5,102,129,36,31,16,17,63,731,9,93,3,19,27,3,23,8,12,96,10,1,224,10,122,38,0,10,13,26,35,7,63,31,1,0,41,2,21,126,14,193,8,38,8,0,12,0,2,1,1
