Essay_Number,Attribution,Background,Cause,Comparison,Condition,Contrast,Elaboration,Enablement,Evaluation,Explanation,Joint,Manner-Means,Summary,Temporal,Topic-Change,Topic-Comment,
1418,10,2,0,0,2,4,23,1,1,5,8,0,0,0,0,0,
1419,13,1,0,0,0,3,8,3,2,2,10,0,0,1,0,0,
1420,8,5,0,0,0,6,19,1,6,5,38,0,1,0,0,0,
1421,9,2,0,0,0,3,18,0,3,2,14,0,1,3,0,0,
1422,8,1,0,1,0,5,9,0,8,4,4,0,3,0,0,0,
1423,10,3,0,0,2,9,15,3,8,3,14,1,1,0,0,0,
1424,8,0,1,0,1,11,27,2,7,4,8,0,2,2,0,0,
1425,22,5,2,0,2,14,49,1,14,11,50,0,3,8,0,0,
1426,9,1,1,0,1,11,11,2,2,3,16,0,0,2,0,0,
1427,4,1,0,0,0,3,30,4,1,0,2,0,1,3,2,0,
1429,23,1,0,0,1,6,58,4,1,3,18,0,2,0,0,2,
1430,13,3,0,0,1,5,10,0,5,4,20,0,0,0,0,2,
1431,22,6,0,1,2,15,26,2,14,7,42,0,4,2,0,0,
1433,9,1,0,0,0,6,6,0,4,3,4,0,0,1,0,0,
1434,13,1,2,0,0,5,23,0,0,1,8,0,1,0,0,0,
1436,17,5,0,0,4,5,19,3,5,5,10,0,1,2,0,0,
1437,22,5,0,2,2,4,80,3,17,4,20,0,9,2,16,0,
1438,16,4,0,0,2,6,18,2,3,2,8,0,1,2,0,0,
1439,16,3,0,0,3,5,64,2,0,6,30,0,2,4,0,0,
1440,30,7,0,0,5,6,46,1,11,7,34,1,3,0,0,0,
1442,9,0,0,0,0,0,18,1,0,3,12,0,1,0,0,0,
1443,22,0,2,0,1,9,30,4,10,1,26,0,0,0,0,0,
1444,13,3,1,0,0,13,34,5,20,1,12,0,3,1,2,0,
1445,39,1,0,0,1,5,30,4,9,2,18,0,0,5,0,2,
1446,19,3,1,0,2,7,38,0,6,1,12,0,0,3,0,0,
1448,22,7,0,0,2,4,61,3,11,2,20,0,2,4,0,0,
1449,11,5,0,0,0,5,27,1,4,2,22,0,0,0,0,0,
1450,29,3,0,2,1,13,50,1,12,4,32,0,2,2,0,1,
1451,37,1,2,0,3,7,19,9,5,3,18,0,0,2,0,0,
1452,18,5,1,2,2,12,28,1,9,3,12,0,1,2,0,0,
1453,5,2,0,0,5,8,11,3,5,3,4,0,1,0,0,0,
1454,10,1,0,0,0,5,14,1,6,4,28,0,3,0,0,0,
1456,6,0,0,0,1,4,20,0,7,2,16,0,0,0,0,0,
1457,13,4,1,0,1,6,15,3,5,3,20,1,1,4,0,1,
1459,4,0,0,0,0,1,19,1,1,1,4,0,0,0,0,0,
1460,5,4,0,0,0,1,30,2,2,1,18,0,2,4,0,2,
1461,10,3,0,0,0,8,36,3,1,5,6,1,1,0,0,0,
1462,24,4,1,0,3,6,32,2,9,1,8,0,4,3,0,0,
1463,15,2,4,0,1,7,42,0,0,0,6,1,0,3,0,0,
1464,4,1,0,1,0,5,20,1,9,9,4,0,3,0,0,0,
1465,22,2,0,0,2,7,46,1,4,5,26,0,2,2,0,0,
1466,27,5,0,0,1,10,25,2,7,6,20,0,1,0,0,0,
1467,34,7,0,1,2,5,45,4,3,7,18,0,3,4,0,0,
1468,8,4,0,0,0,3,24,1,1,0,6,0,0,1,0,0,
1469,25,1,0,0,0,4,73,5,1,3,2,0,1,2,0,0,
1470,10,3,0,0,0,9,39,3,5,4,4,0,1,9,0,0,
1471,21,1,0,0,1,8,40,1,13,7,34,0,0,0,0,0,
1472,7,1,0,0,1,0,19,3,3,1,14,0,1,2,0,0,
1473,7,2,0,0,1,4,12,3,14,1,14,0,1,0,0,0,
1474,5,0,0,0,0,4,16,1,2,1,4,0,0,0,0,0,
1475,41,4,0,0,1,15,49,2,8,2,18,2,1,0,2,0,
1477,18,6,0,1,0,9,27,1,4,4,16,0,1,0,0,0,
1478,6,3,0,0,0,3,9,0,2,1,4,0,2,0,0,0,
1479,15,3,0,0,2,7,22,3,11,3,20,0,2,2,0,0,
1481,11,4,0,2,0,0,18,5,7,2,10,0,1,0,0,0,
1482,18,2,0,0,2,9,28,1,3,5,12,0,1,1,0,0,
1483,12,3,1,0,0,2,20,1,1,1,2,0,2,1,0,0,
1484,34,6,0,0,2,17,57,2,13,8,20,0,3,1,0,0,
1485,28,4,0,0,3,7,42,2,9,12,40,0,1,1,2,0,
1486,21,3,0,0,1,6,26,0,7,7,26,0,3,3,0,0,
1487,7,2,0,0,2,4,19,1,4,3,4,1,0,0,0,0,
1488,31,6,0,0,3,16,62,2,13,6,34,0,0,2,0,0,
1489,22,2,0,1,5,4,43,7,7,5,24,1,2,2,0,0,
1490,15,1,0,0,4,16,35,1,9,3,26,0,3,1,2,0,
1491,21,4,0,0,2,8,16,0,6,6,8,0,0,0,0,0,
1492,9,3,0,0,1,6,22,0,8,0,14,0,1,0,0,0,
1493,14,4,0,0,0,4,38,0,11,4,24,1,1,0,0,0,
1494,25,2,1,1,1,15,46,5,12,10,18,1,3,3,0,2,
1496,12,7,0,0,0,11,18,1,16,5,38,0,2,0,0,4,
1497,7,4,0,0,1,9,8,1,12,1,16,0,1,1,0,0,
1498,14,0,1,0,1,3,41,1,1,1,18,0,0,0,0,0,
1499,7,5,1,0,0,6,22,1,14,4,18,0,0,3,0,0,
1500,13,3,0,0,2,3,22,1,8,2,16,0,0,0,0,0,
1501,15,5,1,0,2,5,30,7,6,5,22,0,0,2,0,0,
1502,13,2,2,0,1,2,13,1,10,5,4,0,1,0,0,0,
1503,16,6,0,1,2,4,29,2,6,5,12,0,2,0,0,0,
1504,0,1,0,0,1,3,21,1,1,5,14,0,1,0,0,0,
1505,9,7,0,0,3,12,37,2,11,0,14,0,4,2,2,0,
1506,35,9,1,1,3,13,126,2,14,4,30,2,7,14,8,0,
1507,25,4,0,0,0,11,52,1,4,4,20,0,2,2,0,0,
1511,14,3,1,1,3,11,46,2,6,3,18,0,2,2,0,0,
1512,12,0,1,0,0,7,19,1,0,5,14,0,1,0,0,0,
1515,30,6,0,1,2,21,39,2,25,6,36,0,5,6,0,0,
1516,22,2,0,1,0,5,39,1,0,4,22,1,3,1,0,0,
1517,13,8,0,0,1,1,53,0,3,0,6,0,1,0,2,0,
1518,12,2,0,0,1,12,11,0,15,4,22,0,2,0,0,2,
1519,8,4,0,0,0,4,10,1,4,6,12,0,2,0,0,0,
1522,10,2,1,1,0,5,51,1,4,5,20,0,0,2,0,0,
1523,11,5,0,0,2,2,31,3,3,9,14,0,0,2,0,0,
1524,7,6,0,0,1,4,18,2,2,5,16,0,2,1,0,0,
1525,21,0,0,0,1,4,47,4,15,3,28,0,2,4,0,0,
1526,17,2,0,0,2,5,30,0,10,8,26,0,2,0,0,2,
1527,10,0,1,0,0,3,34,2,4,5,0,0,0,0,0,0,
1528,28,8,0,0,1,9,21,3,13,6,16,0,2,0,0,0,
1529,16,6,1,0,3,5,32,1,13,1,6,1,4,1,0,0,
1530,4,2,0,0,0,9,21,0,4,2,6,0,1,0,0,0,
1533,30,4,0,0,5,7,23,3,16,7,38,0,2,6,0,0,
1534,21,5,1,0,1,14,21,1,5,6,24,0,4,2,0,0,
1535,24,2,0,0,1,5,32,1,9,6,28,0,1,2,0,0,
1537,17,6,0,0,1,3,36,4,3,7,20,0,0,0,0,0,
1538,25,7,0,0,1,15,29,2,18,7,28,0,1,0,0,0,
1539,21,4,3,0,0,12,32,1,8,7,12,0,2,3,0,0,
1540,20,4,2,0,0,4,52,4,9,2,24,0,5,0,0,0,
1541,24,5,2,0,2,9,74,7,14,8,44,0,0,4,0,0,
1542,32,7,0,0,3,7,53,4,9,4,22,0,3,0,6,2,
1543,12,3,1,0,1,11,17,2,7,3,6,0,3,0,0,0,
1544,18,10,1,0,0,21,24,1,11,9,54,0,2,0,0,0,
1545,22,5,1,1,0,16,53,1,7,11,52,0,2,4,0,0,
1548,21,10,1,0,3,16,31,3,12,10,22,0,3,4,0,0,
1549,17,7,2,0,0,6,40,3,2,3,26,0,2,1,0,2,
1551,20,2,0,1,1,4,78,1,4,5,22,0,3,0,0,0,
1556,23,6,0,0,2,13,30,2,15,8,32,0,4,0,0,0,
1557,32,3,0,1,1,6,63,3,13,6,46,1,2,0,0,0,
1558,6,4,1,0,1,5,21,3,1,2,8,0,0,5,0,0,
1559,3,0,0,0,0,1,12,0,1,1,12,0,2,0,0,0,
1561,13,5,1,0,1,5,35,5,13,0,22,0,3,0,0,0,
1562,13,5,2,0,4,6,19,1,5,3,10,0,1,1,0,0,
1563,17,8,0,0,4,8,34,4,12,3,38,1,1,4,0,0,
1564,16,4,1,0,1,6,12,0,13,7,8,0,2,4,0,0,
1566,13,5,0,0,1,10,8,2,12,3,16,1,2,0,0,0,
1569,21,2,1,0,1,5,31,0,11,5,16,0,2,6,0,0,
1571,18,1,0,0,2,8,73,0,6,0,8,0,9,6,18,0,
1573,11,1,0,0,1,6,24,1,6,0,8,0,0,0,0,0,
1578,17,7,1,1,2,11,43,5,16,11,22,0,2,6,0,0,
1580,10,1,0,0,0,3,32,1,8,6,2,0,1,1,2,0,
1583,39,7,0,0,3,15,24,1,8,6,28,0,1,1,0,0,
1585,12,8,0,0,2,4,28,3,6,8,20,0,1,3,0,0,
1586,18,4,0,0,0,6,47,0,7,9,22,0,0,2,0,0,
1587,18,1,0,0,1,6,43,3,0,1,14,0,0,2,0,0,
1588,13,1,0,0,1,12,30,3,30,13,14,1,7,0,6,0,
1589,34,3,1,0,1,14,22,1,13,9,22,0,0,2,0,0,
1592,11,7,1,0,0,8,35,2,12,2,6,0,1,3,0,0,
1594,12,4,0,0,3,4,19,1,2,6,18,0,2,1,0,0,
1595,16,3,0,0,2,7,55,2,7,3,10,0,5,3,4,0,
1596,16,6,1,1,2,11,22,1,11,4,26,0,3,1,0,0,
1599,36,9,0,1,0,16,36,3,21,14,34,1,1,1,0,4,
1600,18,1,0,0,2,2,31,3,2,6,6,0,0,0,0,0,
1602,13,7,1,0,1,10,34,2,9,5,24,0,0,4,0,0,
1605,8,0,0,0,1,1,19,2,4,3,2,0,2,0,0,2,
1606,13,0,0,0,3,8,44,0,9,7,26,0,2,1,0,2,
1608,16,1,0,0,4,11,24,1,3,4,6,0,1,0,0,0,
1609,26,8,0,0,2,13,31,3,6,2,12,0,4,2,0,0,
1610,5,1,0,0,1,7,22,0,1,1,2,0,1,0,0,0,
1611,15,1,0,0,1,7,50,4,5,4,10,0,1,0,0,0,
1612,27,6,1,0,5,14,46,0,13,13,40,0,2,0,0,0,
1614,18,6,0,0,3,2,65,1,7,3,14,0,3,0,0,0,
1615,27,2,0,1,2,9,63,3,7,6,34,0,3,2,0,0,
1618,21,5,2,0,0,21,48,6,17,9,38,0,2,6,0,0,
1620,18,6,1,2,1,17,45,1,13,2,30,0,6,4,6,0,
1622,7,6,1,0,2,1,28,2,10,2,2,0,2,0,0,0,
1624,20,5,1,0,2,12,55,1,7,5,10,0,2,0,0,0,
1628,14,6,0,0,0,8,30,0,6,3,46,1,0,0,0,0,
1629,10,1,0,0,0,8,28,1,3,2,12,0,0,3,0,0,
1630,25,2,1,1,1,8,23,2,9,6,28,0,0,3,0,2,
1631,22,3,1,0,0,10,69,3,3,4,16,0,0,0,0,0,
1633,25,7,0,0,2,12,17,1,23,12,30,0,0,0,0,2,
1634,26,1,1,0,1,6,44,0,12,4,2,0,8,2,4,0,
1635,23,14,4,0,4,18,45,2,45,6,20,0,4,7,2,2,
1636,69,14,1,0,1,22,119,5,23,27,54,0,9,2,0,2,
1638,40,3,0,0,3,16,86,2,23,1,22,0,7,3,8,1,
1641,15,4,0,0,0,8,51,1,5,1,4,0,1,0,4,0,
1642,13,1,0,0,0,10,24,0,4,8,20,1,1,1,0,0,
1647,4,4,3,0,2,4,22,3,8,2,20,0,2,1,0,0,
1648,16,3,0,0,0,5,29,1,14,5,12,0,2,3,2,0,
1650,17,10,0,1,4,13,51,2,14,9,18,0,4,1,2,2,
1651,5,1,0,0,6,7,21,1,4,1,10,0,1,1,0,0,
1652,19,4,1,0,4,6,17,2,9,6,24,0,0,1,0,0,
1653,15,4,0,0,1,6,26,0,4,6,24,0,0,0,0,0,
1655,24,6,1,0,2,15,36,5,14,7,20,0,1,0,0,0,
1656,42,6,1,1,7,25,31,2,18,4,46,0,2,2,0,0,
1658,7,3,1,0,2,2,34,1,21,2,10,0,3,0,2,2,
1660,31,2,2,1,1,6,21,3,3,13,28,0,1,2,0,0,
1661,8,4,0,1,0,8,16,2,6,4,14,0,2,0,0,0,
1663,18,6,1,0,0,23,57,5,14,11,66,0,2,2,0,0,
1664,20,6,1,0,2,11,55,2,16,4,14,0,1,2,0,0,
1665,26,3,1,0,1,17,41,4,12,16,24,1,1,3,0,2,
1667,16,7,0,0,1,11,26,3,14,3,18,0,3,3,0,0,
1669,20,3,1,1,1,5,25,1,4,5,18,0,1,0,0,0,
1670,24,5,0,0,2,11,54,6,26,2,26,1,2,2,0,0,
1671,37,1,1,0,1,10,51,6,18,0,14,0,1,3,0,0,
1673,32,4,0,2,0,9,55,2,6,5,16,0,1,0,0,0,
1677,18,3,2,0,0,8,32,2,7,6,20,0,1,1,0,2,
1678,15,3,0,0,3,12,15,3,24,2,22,0,3,0,0,2,
1680,23,4,4,0,4,7,37,0,7,7,20,0,1,0,0,0,
1683,21,3,1,0,1,15,31,4,11,13,34,0,1,6,0,0,
1684,26,2,0,0,3,14,24,2,12,6,38,0,4,2,0,0,
1688,14,4,0,0,0,2,33,5,2,3,18,0,1,1,0,0,
1689,8,6,0,1,1,5,27,2,7,2,18,0,0,7,0,0,
1690,12,4,0,1,3,7,50,2,3,10,38,0,0,1,0,0,
1692,17,5,2,0,0,13,63,2,7,3,12,0,1,1,0,0,
1694,14,2,0,0,0,1,45,3,1,1,4,0,1,0,0,0,
1695,15,5,0,0,5,17,38,5,11,3,34,1,3,2,0,0,
1696,9,5,1,0,1,3,30,3,7,2,8,0,3,0,0,0,
1697,20,1,0,0,0,2,52,0,2,2,14,0,0,0,0,0,
1698,16,9,0,1,2,3,20,0,2,3,12,0,0,1,0,0,
1699,16,7,1,2,0,6,43,1,7,6,22,0,2,0,0,0,
1700,9,2,0,0,2,5,11,1,6,2,6,0,0,0,0,0,
1701,20,5,1,0,1,14,72,2,18,3,18,0,6,4,10,0,
1702,12,3,0,0,0,6,49,2,1,4,16,0,1,1,0,0,
1703,22,2,0,0,1,7,52,1,19,4,12,0,1,0,4,0,
1704,23,12,0,0,3,8,50,4,12,2,24,0,5,4,2,4,
1705,16,2,0,0,0,5,29,0,8,5,18,0,2,0,0,0,
1706,29,3,0,0,1,9,34,2,8,3,18,0,2,0,0,0,
1707,40,0,0,0,1,8,33,1,7,6,36,1,1,0,0,0,
1710,27,1,2,0,1,4,27,6,3,4,4,0,0,1,0,0,
1711,17,1,1,0,0,3,47,5,1,0,22,0,0,1,0,0,
1713,19,7,1,0,0,9,44,4,13,11,26,0,4,2,0,0,
1715,13,4,1,0,0,2,30,0,14,2,4,0,2,0,0,0,
1716,23,2,0,0,0,9,35,2,7,4,22,0,3,4,0,0,
1719,15,5,0,2,3,2,30,2,3,4,6,0,3,1,0,0,
1721,25,3,2,0,1,14,49,1,11,4,30,0,3,2,2,0,
1722,3,0,0,0,0,2,15,1,1,1,6,0,0,1,0,0,
1723,12,0,0,0,0,5,44,1,2,2,8,0,2,4,0,0,
1724,18,4,0,0,0,19,55,2,14,3,24,0,4,3,6,0,
1725,10,1,0,0,0,3,36,1,1,2,8,0,1,0,0,0,
1726,26,3,0,0,3,4,45,2,8,6,28,0,2,3,0,0,
1727,23,5,1,0,3,9,24,2,9,19,32,0,3,1,0,0,
1729,3,1,0,0,1,8,17,1,1,3,12,0,0,1,0,0,
1732,10,3,0,0,0,13,34,2,7,4,6,0,0,0,0,4,
1733,11,0,1,0,0,5,65,1,5,5,10,0,3,1,0,0,
1734,17,6,0,0,4,14,21,3,8,1,16,0,1,3,0,0,
1735,10,1,0,0,1,3,21,0,9,4,18,0,1,2,0,0,
1736,28,5,0,0,2,10,41,0,8,8,32,2,2,1,0,0,
1737,14,8,3,0,1,11,46,3,41,17,50,0,6,14,4,0,
1739,2,3,1,1,0,1,16,3,3,1,4,0,0,1,0,0,
1740,15,4,0,0,0,8,41,1,6,2,12,0,1,1,0,0,
1741,20,5,0,3,1,8,61,1,9,4,14,0,2,1,0,0,
1742,10,3,1,0,1,4,29,1,1,2,12,1,0,0,0,0,
1744,15,4,2,0,3,9,55,6,13,3,12,2,1,0,0,0,
1745,4,4,3,0,3,3,17,7,8,3,6,0,0,2,0,0,
1747,2,4,1,0,1,4,22,6,7,5,12,0,0,1,0,0,
1748,48,5,0,0,4,13,72,2,22,5,20,0,3,0,0,0,
1749,42,5,0,0,2,30,50,2,19,20,40,0,3,3,0,0,
1750,14,3,0,0,1,2,41,3,4,9,14,0,2,0,0,0,
1752,19,1,1,0,0,0,57,6,1,0,2,0,0,0,4,0,
1754,23,2,0,0,3,6,38,1,8,2,26,0,1,0,0,0,
1755,33,11,0,0,5,16,39,1,13,9,32,0,1,1,0,0,
1759,11,3,0,0,0,9,24,0,5,6,18,0,3,0,0,0,
1760,21,4,0,0,1,9,48,2,6,2,22,0,2,0,0,0,
1761,14,4,1,0,2,7,25,2,2,3,18,0,3,3,0,0,
1762,19,8,0,0,2,17,61,2,13,2,42,0,7,5,0,0,
1763,24,1,1,0,0,9,52,7,8,3,10,0,2,2,4,0,
1764,8,3,3,0,0,5,32,5,13,4,8,0,0,1,0,0,
1765,14,4,0,0,2,6,33,2,14,5,18,0,0,0,0,0,
1766,8,2,0,1,2,6,6,0,6,2,26,0,1,1,0,0,
1767,6,1,0,0,3,4,23,2,3,2,2,1,0,0,0,0,
1768,15,7,0,0,0,7,37,1,6,4,32,0,1,2,0,0,
1771,21,2,0,0,1,5,40,2,3,9,18,0,1,1,0,0,
1772,22,4,1,0,1,7,47,6,7,6,4,0,1,3,0,0,
1774,11,0,0,0,2,5,53,0,3,5,28,0,1,0,0,0,
1775,22,4,0,0,3,8,52,3,19,5,20,0,6,2,0,0,
1776,31,3,0,1,1,5,25,2,8,4,20,0,0,1,0,0,
1777,16,4,2,0,0,9,58,2,6,2,20,0,3,2,2,6,
1779,21,2,0,0,5,10,31,2,16,12,20,0,3,2,0,0,
1780,38,2,0,0,0,6,67,1,11,2,16,0,1,1,0,0,
1781,8,4,0,0,1,6,41,3,16,5,10,0,5,9,8,0,
1782,11,5,0,0,0,0,51,1,26,1,4,0,4,4,8,0,
1783,18,8,2,0,0,12,43,1,20,10,22,0,4,3,4,0,
1784,11,0,0,0,1,8,30,1,8,3,20,0,1,0,0,0,
1785,24,3,1,0,3,7,44,2,9,6,26,0,4,0,0,4,
1786,41,6,0,0,2,17,59,3,14,4,22,0,3,6,0,0,
1787,6,3,0,0,0,2,20,1,6,2,12,0,0,0,0,0,
1788,20,3,0,0,1,12,39,0,5,3,10,0,1,2,0,0,
1789,14,3,1,0,0,6,29,5,8,3,8,0,0,3,0,0,
1790,17,1,0,0,1,4,52,3,2,3,18,0,0,0,0,0,
1791,34,2,0,0,4,6,60,2,10,6,32,0,2,3,0,0,
1793,11,1,0,0,0,3,34,2,7,4,12,0,0,2,0,0,
1794,15,3,0,0,3,20,40,1,7,8,8,0,5,0,2,2,
1796,25,2,0,1,6,7,56,1,9,2,24,0,0,3,0,0,
1797,12,1,1,0,2,6,6,1,4,4,12,0,3,5,0,0,
1798,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,
1799,25,5,0,0,0,3,24,2,6,9,50,0,1,1,0,2,
1800,17,4,0,0,0,10,37,0,10,5,20,0,0,2,0,0,
1802,10,6,0,0,0,7,23,1,5,5,22,0,3,4,0,2,
1803,12,1,0,0,2,0,41,1,0,0,0,0,0,0,2,0,
1805,18,5,0,0,1,11,17,1,11,7,14,0,1,0,0,2,
1806,26,5,1,0,2,2,33,4,13,9,34,0,1,0,0,0,
1807,23,3,0,0,0,8,32,3,6,4,28,0,1,0,2,0,
1808,7,3,0,0,2,7,36,2,9,1,12,0,2,1,0,0,
1809,25,6,0,1,0,7,38,4,9,17,32,0,2,3,0,3,
1811,10,0,0,0,1,4,26,1,6,1,24,0,1,2,0,0,
1813,18,1,0,0,6,8,20,2,5,8,24,0,1,0,0,0,
1815,17,9,1,0,1,14,45,1,8,2,40,0,1,0,2,0,
1817,20,6,1,1,1,12,44,2,3,4,14,0,0,4,0,0,
1818,16,5,2,0,0,19,43,0,19,7,18,1,2,3,0,2,
1819,19,5,1,0,2,18,62,3,16,6,16,0,2,2,6,0,
1820,14,2,1,0,1,6,20,1,6,5,10,0,2,0,2,0,
1821,20,7,0,0,2,8,21,1,24,8,10,0,4,4,2,0,
1823,4,2,1,0,0,4,35,2,1,1,18,0,0,0,0,0,
1824,16,2,0,0,1,14,29,2,19,17,34,0,6,1,0,0,
1825,12,3,0,0,1,14,71,1,7,2,22,0,2,6,2,2,
1826,32,3,1,0,2,9,88,5,10,5,42,0,3,6,0,0,
1827,37,7,3,1,2,9,26,1,10,9,24,0,4,1,0,0,
1828,11,8,0,1,4,9,26,1,14,1,26,0,2,0,0,4,
1830,13,4,1,0,0,3,54,3,8,9,26,0,0,5,0,0,
1831,6,0,0,0,0,4,11,0,1,1,6,0,0,1,0,0,
1832,16,5,0,0,5,7,29,1,6,4,14,0,0,0,0,0,
1833,17,3,0,0,2,9,49,0,5,8,18,0,2,0,0,0,
1834,17,1,2,0,0,5,50,7,2,7,38,0,1,0,0,0,
1835,12,1,0,0,1,3,32,1,6,2,8,0,0,0,0,0,
1838,4,3,1,1,2,4,18,0,8,2,12,0,0,0,0,0,
1841,12,1,2,0,3,2,29,3,12,5,20,0,2,1,0,0,
1842,19,2,0,0,0,5,14,2,11,7,16,0,0,1,0,0,
1843,11,2,0,0,0,1,36,5,3,1,18,0,0,1,0,0,
1847,16,3,0,1,0,10,46,1,4,0,14,0,0,0,0,0,
1849,7,1,0,2,0,8,16,4,8,7,20,0,0,0,0,0,
1851,11,4,0,0,0,2,27,1,4,4,6,0,1,2,0,0,
1852,30,7,4,0,2,13,22,3,6,5,40,0,3,0,0,0,
1853,17,5,1,0,0,2,87,6,8,0,4,0,4,0,10,0,
1854,16,4,1,0,6,3,26,2,4,3,8,0,0,2,0,0,
1856,18,8,1,1,5,6,47,2,17,2,18,1,2,0,0,0,
1857,12,1,0,0,2,4,33,0,5,5,24,0,0,0,0,0,
1859,40,6,0,1,2,21,36,3,18,11,34,0,2,3,0,0,
1861,0,21,0,0,0,1,10,53,2,0,8,0,0,3,0,2,0
1865,24,3,0,1,4,12,24,4,21,3,16,1,3,0,0,0,
1867,19,3,0,0,3,5,39,4,2,2,22,0,1,1,2,0,
1868,10,3,2,0,1,5,32,1,2,3,16,0,1,2,0,0,
1869,16,1,0,0,0,5,59,8,2,5,16,0,1,0,0,0,
1870,15,3,0,0,0,0,38,3,0,0,4,1,1,1,2,0,
1871,20,5,2,0,1,6,42,1,2,6,6,0,2,2,0,0,
1872,13,3,1,0,2,5,32,3,12,7,8,0,0,3,0,2,
1873,9,4,0,0,1,1,16,1,5,2,12,0,0,0,0,0,
1875,6,3,0,0,1,2,10,0,8,2,6,0,0,0,0,0,
1876,6,1,0,0,3,1,45,0,1,0,10,0,1,0,0,0,
1878,16,7,0,1,1,7,34,1,11,6,16,0,0,0,0,0,
1881,10,3,0,0,0,14,31,4,16,1,16,0,2,0,0,0,
1883,15,5,0,0,1,8,20,0,1,5,18,0,1,0,0,0,
1884,26,3,1,1,1,6,19,3,8,11,30,0,1,4,0,0,
1885,11,4,0,0,2,4,38,4,8,3,16,0,0,2,0,0,
1886,11,3,1,0,1,6,40,3,3,3,20,0,1,0,0,0,
1887,8,1,2,0,1,3,49,1,6,0,8,0,1,0,0,0,
1888,29,3,1,1,1,9,66,4,6,13,34,0,4,0,0,0,
1890,18,2,1,0,2,2,14,0,6,6,6,0,1,0,0,0,
1891,11,8,0,0,1,3,35,2,5,1,22,0,1,0,0,0,
1893,24,3,1,0,3,16,51,7,14,3,28,1,1,0,0,0,
1896,20,3,1,0,1,4,25,2,8,2,8,0,3,0,0,0,
1897,12,3,0,0,4,5,50,2,8,2,16,0,0,1,2,0,
1898,38,5,0,0,5,10,21,5,2,5,24,0,1,1,0,0,
1899,30,3,0,0,3,11,39,0,10,11,44,0,1,1,0,2,
1900,31,8,1,0,2,9,51,1,18,5,36,0,2,1,2,0,
1901,0,9,0,0,0,1,2,25,2,0,2,0,0,0,2,2,2
1903,38,8,2,0,1,16,31,4,10,8,50,0,4,3,0,0,
1905,24,3,0,1,4,13,31,1,5,5,36,0,0,0,0,0,
1907,22,5,1,0,0,15,55,3,15,4,30,0,3,8,6,0,
1908,27,5,0,0,0,9,75,5,10,2,28,0,5,5,6,0,
1909,19,3,0,1,2,2,19,1,10,8,20,0,2,5,0,0,
1910,35,4,1,2,2,20,32,3,18,11,8,0,3,9,2,2,
1911,17,5,0,1,1,5,18,2,10,2,18,0,4,0,0,0,
1912,18,3,0,0,7,9,47,2,9,0,12,0,1,2,0,0,
1913,28,7,2,0,3,12,70,2,21,7,22,0,2,3,4,0,
1914,7,3,0,0,1,9,36,3,12,5,4,0,1,2,8,0,
1915,26,15,2,1,2,4,27,7,14,4,18,1,1,9,0,0,
1916,32,11,2,0,7,16,25,2,16,12,42,1,2,1,0,0,
1917,5,4,0,0,2,6,39,0,6,2,12,0,0,0,0,0,
1918,29,5,0,0,2,14,26,2,10,8,30,0,0,3,0,0,
1919,16,4,0,0,2,13,71,6,12,6,50,0,5,3,2,0,
1920,10,4,1,0,2,8,24,2,8,3,18,0,0,2,0,0,
1921,28,7,1,0,3,6,36,2,19,9,20,0,2,2,0,0,
1922,21,5,0,0,0,6,44,1,8,3,22,0,1,2,0,2,
1923,16,6,1,0,0,1,55,3,8,7,10,0,2,3,4,2,
1924,11,2,2,0,0,6,55,2,8,6,12,0,3,5,4,0,
1925,17,5,0,0,1,23,26,3,9,9,14,0,1,2,2,0,
1926,46,8,3,1,8,16,65,3,9,2,46,0,4,3,0,0,
1928,11,3,1,0,1,8,22,4,13,4,16,0,5,0,0,0,
1929,16,5,1,1,2,6,66,0,8,6,18,0,1,4,2,2,
1930,26,2,0,1,3,9,45,6,13,9,16,0,3,0,0,0,
1931,28,4,0,0,1,9,65,2,7,3,16,0,1,2,2,0,
1932,32,4,1,2,0,12,52,0,13,6,30,1,2,6,2,2,
1934,24,1,1,0,3,9,21,2,10,5,10,0,2,6,0,0,
1935,12,0,0,0,1,7,25,0,3,0,4,0,0,0,0,0,
1936,26,5,0,1,0,7,73,1,13,4,12,1,1,0,4,0,
1937,28,2,0,0,2,10,36,0,4,6,28,0,0,0,0,0,
1938,13,3,1,0,2,6,31,4,9,6,18,0,1,0,0,0,
1939,19,4,1,1,1,1,38,1,9,2,20,0,0,1,0,0,
1940,11,5,0,0,0,7,43,5,8,3,38,0,1,4,0,0,
1941,13,3,1,0,3,15,49,6,19,6,24,0,4,3,2,0,
1942,19,5,1,0,1,7,74,4,5,1,2,0,5,0,12,0,
1943,20,3,0,0,0,14,58,3,13,9,36,0,5,2,0,0,
1944,76,8,2,0,5,15,83,3,17,3,52,0,3,5,0,0,
1945,18,2,0,0,0,13,40,1,10,8,10,0,3,0,0,2,
1946,17,3,0,0,1,7,35,3,7,2,8,0,1,2,0,0,
1947,18,3,0,0,0,7,45,0,7,6,18,0,2,3,0,0,
1948,13,1,1,0,1,3,62,8,12,1,22,0,2,4,8,0,
1949,30,0,1,0,1,10,52,1,6,9,24,0,2,3,0,0,
1950,21,3,0,2,4,9,29,1,3,5,12,0,1,3,0,0,
1952,25,6,0,0,0,5,73,2,10,6,4,0,4,0,6,0,
